gestion,semestre,carrera,carrera_codigo,modalidad_ingreso,orden_postulacion,turno_estudio,formacion_previa,genero,edad_ingreso,estado_civil,estudiante_internacional,beneficiario_beca,pagos_al_dia,deudor,desplazado,nee,situacion_laboral_estudiante,apoyo_financiero_tipo,materias_inscritas_1sem,evaluaciones_1sem,materias_aprobadas_1sem,promedio_1sem,materias_inscritas_2sem,evaluaciones_2sem,materias_aprobadas_2sem,promedio_2sem,reprobaciones_total,asistencia_pct,tutorias_recibidas,orientacion_academica,tasa_desempleo,tasa_inflacion,pib,estado_academico,target_desercion,avance_curricular_pct,n_retiros,materias_criticas_reprobadas,nota_prom_materias_criticas,alertas_academicas,uso_tutorias
2023,5,Lic. en Administración de Empresas,3,12,1,1,1,1,25,1,0,0,0,0,0,0,0,ninguno,6,0,0,0.0,6,0,0,0.0,6,75.3,3,1,13.9,-0.3,0.79,Abandono,1,62.5,0,2.0,0.0,1,1
2023,1,Ing. Financiera y de Riesgos,4,1,4,1,1,1,19,1,0,0,1,0,1,0,0,ninguno,6,7,6,12.666666666666666,6,8,6,12.142857142857142,0,86.7,0,0,9.4,-0.8,-3.12,Activo,0,12.5,1,0.0,11.956697542340946,0,0
2023,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,1,20,1,0,0,1,0,1,0,0,ninguno,5,5,5,12.6,5,6,4,14.5,0,91.0,0,0,7.6,2.6,0.32,Activo,0,25.0,0,0.0,12.860176553208834,0,0
2025,4,Ing. Comercial,1,12,1,1,12,1,33,2,0,0,1,0,0,0,1,ninguno,7,7,5,13.06,7,9,0,0.0,2,75.7,1,1,16.2,0.3,-0.92,Activo,0,50.0,1,1.0,5.679060342206744,1,1
2025,2,Ing. Comercio Internacional,2,8,5,1,1,1,19,1,0,0,1,0,1,0,0,ninguno,6,7,6,13.833333333333334,6,8,6,13.625,0,71.5,0,0,7.6,2.6,0.32,Activo,0,25.0,1,0.0,13.209146251559384,0,0
2023,4,Lic. en Administración de Empresas,3,12,1,1,12,1,31,1,0,0,1,0,0,0,0,ninguno,5,5,0,0.0,5,5,0,0.0,5,78.4,1,1,7.6,2.6,0.32,Abandono,1,50.0,1,3.0,0.0,1,1
2023,2,Ing. Financiera y de Riesgos,4,15,1,1,14,1,24,1,0,0,0,1,0,0,0,ninguno,6,6,2,16.0,7,7,2,16.0,4,73.0,0,0,8.9,1.4,3.51,Abandono,1,25.0,0,2.0,15.374823075532907,1,0
2025,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,15,1,1,14,1,23,1,0,0,0,1,0,0,0,ninguno,5,5,0,0.0,5,5,0,0.0,5,93.4,0,0,15.5,2.8,-4.06,Abandono,1,12.5,0,3.0,0.0,1,0
2025,8,Ing. Comercial,1,12,1,0,1,1,26,2,0,1,0,0,0,0,1,beca,5,12,3,10.666666666666666,5,11,3,10.666666666666666,2,96.4,1,1,9.4,-0.8,-3.12,Abandono,1,100.0,0,1.0,10.211501976505494,1,1
2024,2,Ing. Comercio Internacional,2,14,1,1,2,1,38,2,0,0,1,0,1,0,0,ninguno,18,18,18,14.5,18,18,18,14.5,0,92.0,0,0,16.2,0.3,-0.92,Activo,0,25.0,0,0.0,14.046052816372438,0,0
2024,5,Lic. en Administración de Empresas,3,1,6,1,1,1,20,1,0,1,1,0,1,0,0,beca,5,6,5,14.0,5,7,5,13.8,0,65.5,0,0,8.9,1.4,3.51,Activo,0,62.5,0,0.0,12.936941080857302,0,0
2023,1,Ing. Financiera y de Riesgos,4,8,5,1,1,1,20,1,0,0,1,0,1,0,0,ninguno,5,10,3,13.333333333333334,5,11,5,13.571428571428571,2,72.6,3,1,12.4,0.5,1.79,Activo,0,12.5,0,1.0,12.484473343397529,1,1
2024,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,1,12,1,25,1,0,0,1,0,0,0,1,ninguno,6,0,0,0.0,6,0,0,0.0,6,75.4,0,0,10.8,1.4,1.74,Abandono,1,12.5,1,3.0,0.0,1,0
2024,5,Ing. Comercial,1,8,2,1,1,1,19,1,0,0,1,0,1,0,1,ninguno,6,9,5,12.0,6,10,4,11.2,1,71.7,2,1,8.9,1.4,3.51,Activo,0,62.5,0,0.0,10.734638278897654,0,1
2023,7,Ing. Comercio Internacional,2,8,1,1,1,1,18,1,0,0,1,0,0,0,0,ninguno,5,6,5,16.2,5,8,5,16.0,0,89.0,2,1,8.9,1.4,3.51,Activo,0,87.5,1,0.0,15.66827108158244,0,1
2025,7,Lic. en Administración de Empresas,3,14,1,0,9,1,28,1,0,0,1,0,0,0,1,ninguno,13,13,7,10.285714285714286,11,13,5,10.6,6,74.4,0,0,10.8,1.4,1.74,Abandono,1,87.5,1,2.0,9.99447007829766,1,0
2024,2,Ing. Financiera y de Riesgos,4,1,2,1,1,1,18,1,0,0,1,0,1,0,1,ninguno,5,5,0,0.0,5,5,0,0.0,5,57.5,2,1,9.4,-0.8,-3.12,Activo,0,25.0,0,2.0,0.0,1,1
2023,5,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,1,20,1,0,1,1,0,1,0,1,credito,6,7,6,13.571428571428571,6,8,6,13.166666666666666,0,86.8,1,1,8.9,1.4,3.51,Activo,0,62.5,1,0.0,12.846354847114174,0,1
2024,1,Ing. Comercial,1,1,1,1,1,1,18,1,0,0,1,0,0,0,0,ninguno,6,7,6,14.285714285714286,6,9,6,14.857142857142858,0,67.5,0,0,11.1,0.6,2.02,Activo,0,12.5,0,0.0,13.601859147073966,0,0
2024,1,Ing. Comercio Internacional,2,8,3,1,1,1,19,1,0,0,1,0,1,0,0,ninguno,5,7,5,10.2,5,6,4,10.5,0,85.5,0,0,12.4,0.5,1.79,Activo,0,12.5,0,0.0,9.497648211982813,0,0
2025,2,Lic. en Administración de Empresas,3,13,1,1,1,1,24,1,0,0,1,1,0,0,1,ninguno,8,16,2,10.25,8,16,2,10.25,6,100.0,1,1,12.7,3.7,-1.7,Abandono,1,25.0,0,2.0,9.443193845486912,1,1
2024,3,Ing. Financiera y de Riesgos,4,8,4,1,1,1,21,1,0,0,1,0,1,0,0,ninguno,6,0,0,0.0,6,0,0,0.0,6,98.0,3,1,10.8,1.4,1.74,Abandono,1,37.5,0,2.0,0.0,1,1
2025,4,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,1,20,1,0,1,1,0,0,0,0,beca,6,7,6,14.833333333333334,6,6,6,14.833333333333334,0,77.8,0,0,12.7,3.7,-1.7,Activo,0,50.0,0,0.0,13.896665441779703,0,0
2023,1,Ing. Comercial,1,15,1,1,14,1,21,1,0,0,1,0,1,0,1,ninguno,6,12,5,13.625,6,6,5,12.6,1,77.3,0,0,13.9,-0.3,0.79,Activo,0,12.5,0,0.0,12.232990734345679,0,0
2024,6,Ing. Comercio Internacional,2,1,1,1,1,1,24,2,0,0,1,1,0,0,0,ninguno,7,7,7,12.271428571428572,8,10,7,13.657142857142857,0,93.5,0,0,10.8,1.4,1.74,Activo,0,75.0,1,0.0,12.54973642535617,0,0
2023,7,Lic. en Administración de Empresas,3,12,1,0,1,1,27,1,0,0,1,0,0,0,1,ninguno,5,0,0,0.0,5,0,0,0.0,5,80.9,0,0,10.8,1.4,1.74,Abandono,1,87.5,0,1.0,0.0,1,0
2023,5,Ing. Financiera y de Riesgos,4,8,6,1,1,1,19,1,0,0,0,1,1,0,0,ninguno,5,8,4,12.5,5,9,5,10.5,1,83.2,0,0,8.9,1.4,3.51,Activo,0,62.5,1,1.0,11.00942672454067,0,0
2025,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,0,1,1,39,1,0,0,1,0,0,0,1,ninguno,9,10,9,13.22222222222222,7,8,7,13.142857142857142,0,73.0,1,1,8.9,1.4,3.51,Activo,0,12.5,0,0.0,12.825930860457206,0,1
2023,8,Ing. Comercial,1,12,1,1,1,1,25,1,0,0,1,0,0,0,0,ninguno,7,13,2,15.0,7,12,2,11.5,5,80.9,0,0,12.4,0.5,1.79,Abandono,1,100.0,1,2.0,12.490224385440053,1,0
2024,6,Ing. Comercio Internacional,2,4,1,1,3,1,18,1,0,0,0,0,0,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,73.0,0,0,9.4,-0.8,-3.12,Abandono,1,75.0,1,0.0,0.0,0,0
2024,3,Lic. en Administración de Empresas,3,14,1,1,1,1,19,1,0,0,1,0,0,0,1,ninguno,12,12,12,13.166666666666666,12,12,12,13.0,0,72.1,0,0,10.8,1.4,1.74,Activo,0,37.5,1,0.0,12.7168809266374,0,0
2023,3,Ing. Financiera y de Riesgos,4,9,1,1,1,1,21,1,0,1,1,0,0,0,0,mixto,6,8,5,13.833333333333334,6,6,4,14.0,1,61.9,0,0,13.9,-0.3,0.79,Activo,0,37.5,0,1.0,13.39347040041106,1,0
2025,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,4,1,0,15,1,27,1,0,0,1,0,0,0,1,ninguno,5,0,0,0.0,5,0,0,0.0,5,79.9,3,1,8.9,1.4,3.51,Abandono,1,12.5,1,2.0,0.0,1,1
2023,8,Ing. Comercial,1,1,3,1,1,1,19,1,0,0,1,0,1,0,0,ninguno,5,6,0,0.0,5,6,0,0.0,5,65.5,1,1,7.6,2.6,0.32,Activo,0,100.0,0,2.0,0.0,1,1
2025,2,Ing. Comercio Internacional,2,8,3,1,1,1,18,1,0,0,1,0,1,0,1,ninguno,8,8,7,13.154285714285717,8,8,7,13.154285714285717,1,73.3,1,1,10.8,1.4,1.74,Activo,0,25.0,1,0.0,12.343233097663386,0,1
2024,3,Lic. en Administración de Empresas,3,4,1,1,3,1,27,1,0,0,1,0,1,0,1,ninguno,12,12,9,12.333333333333334,11,11,6,13.166666666666666,3,84.1,0,0,9.4,-0.8,-3.12,Abandono,1,37.5,0,2.0,12.300957900076986,1,0
2023,3,Ing. Financiera y de Riesgos,4,1,3,1,1,1,18,1,0,0,1,1,1,0,1,ninguno,6,6,6,13.0,6,7,5,11.8,0,99.0,0,0,12.7,3.7,-1.7,Abandono,1,37.5,0,0.0,12.04485255029726,0,0
2025,5,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,1,19,1,0,0,1,0,0,0,0,ninguno,5,14,2,11.5,5,8,5,11.4,3,85.5,2,1,9.4,-0.8,-3.12,Activo,0,62.5,0,1.0,10.956168817181343,1,1
2023,7,Ing. Comercial,1,15,1,1,14,1,19,1,0,0,1,0,0,0,0,ninguno,6,15,3,13.25,6,9,1,12.0,3,86.2,0,0,13.9,-0.3,0.79,Abandono,1,87.5,1,1.0,12.150771130364765,1,0
2023,3,Ing. Comercio Internacional,2,15,1,1,14,1,22,1,0,0,1,0,0,0,1,ninguno,6,12,3,13.333333333333334,6,12,3,12.75,3,70.1,0,0,15.5,2.8,-4.06,Activo,0,37.5,0,2.0,12.57748579614303,1,0
2023,3,Lic. en Administración de Empresas,3,7,2,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,6,6,6,13.5,6,6,6,12.166666666666666,0,82.8,0,0,10.8,1.4,1.74,Activo,0,37.5,1,0.0,12.398405308012405,0,0
2025,5,Ing. Financiera y de Riesgos,4,7,4,1,1,0,18,1,0,1,1,0,1,0,1,beca,6,7,6,12.666666666666666,6,8,5,12.8,0,84.4,0,0,10.8,1.4,1.74,Activo,0,62.5,0,0.0,12.031004349874552,0,0
2025,7,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,14,1,1,1,0,23,1,0,0,1,0,0,0,0,ninguno,11,18,11,15.090909090909092,6,7,6,14.5,0,85.2,2,1,9.4,-0.8,-3.12,Abandono,1,87.5,0,0.0,14.265782112365272,0,1
2025,4,Ing. Comercial,1,9,4,1,1,1,20,1,0,0,0,1,1,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,63.5,0,0,9.4,-0.8,-3.12,Abandono,1,50.0,0,0.0,0.0,1,0
2023,7,Ing. Comercio Internacional,2,8,3,1,1,1,18,1,0,0,1,0,1,0,0,ninguno,6,7,6,13.166666666666666,6,7,6,12.666666666666666,0,76.7,0,0,16.2,0.3,-0.92,Activo,0,87.5,0,0.0,12.487903474173498,0,0
2023,7,Lic. en Administración de Empresas,3,1,4,1,1,1,18,1,0,0,1,0,1,0,0,ninguno,6,6,6,12.833333333333334,6,8,6,12.833333333333334,0,64.7,0,0,12.4,0.5,1.79,Activo,0,87.5,0,0.0,12.208094383725353,1,0
2025,5,Ing. Financiera y de Riesgos,4,8,3,1,1,1,18,1,0,0,1,0,1,0,0,ninguno,5,7,5,11.8,5,9,3,12.0,0,72.2,0,0,8.9,1.4,3.51,Activo,0,62.5,1,0.0,11.590439514501744,0,0
2025,4,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,2,1,1,1,20,1,0,0,1,0,1,0,1,ninguno,6,6,6,11.833333333333334,6,6,6,12.166666666666666,0,74.7,1,1,12.7,3.7,-1.7,Activo,0,50.0,0,0.0,11.362822374281366,0,1
2025,2,Ing. Comercial,1,1,3,1,1,1,20,1,0,0,1,0,1,0,0,ninguno,6,6,5,12.8,6,11,3,12.75,1,77.7,0,0,15.5,2.8,-4.06,Activo,0,25.0,0,0.0,12.435913245386468,0,0
2023,3,Ing. Comercio Internacional,2,15,1,1,14,1,21,1,0,0,1,0,0,0,0,ninguno,7,7,5,11.8,9,9,5,11.0,2,77.6,1,1,12.4,0.5,1.79,Abandono,1,37.5,1,1.0,10.41559354168915,1,1
2023,1,Lic. en Administración de Empresas,3,14,1,1,1,1,22,1,0,0,1,0,0,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,75.6,0,0,13.9,-0.3,0.79,Activo,0,12.5,0,0.0,0.0,0,0
2025,1,Ing. Financiera y de Riesgos,4,8,1,1,1,1,20,1,0,0,1,0,1,0,1,ninguno,5,7,5,15.8,5,7,5,14.571428571428571,0,63.9,0,0,11.1,0.6,2.02,Abandono,1,12.5,0,0.0,14.542636252068768,1,0
2025,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,1,19,1,0,0,1,1,0,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,92.7,1,1,15.5,2.8,-4.06,Activo,0,12.5,1,0.0,0.0,0,1
2025,2,Ing. Comercial,1,15,1,1,14,1,19,1,0,0,1,0,1,0,1,ninguno,5,9,2,12.5,5,10,3,11.6,3,89.2,1,1,12.4,0.5,1.79,Activo,0,25.0,0,2.0,11.335288191446711,1,1
2025,4,Ing. Comercio Internacional,2,8,1,1,1,1,20,1,0,0,1,0,1,0,0,ninguno,6,9,6,14.666666666666666,6,7,6,13.857142857142858,0,65.1,0,0,8.9,1.4,3.51,Activo,0,50.0,0,0.0,13.430770136413448,0,0
2024,8,Lic. en Administración de Empresas,3,15,1,1,14,1,19,1,0,0,1,0,1,0,0,ninguno,6,10,4,12.5,6,16,2,12.0,2,81.8,0,0,12.4,0.5,1.79,Abandono,1,100.0,1,1.0,11.816497922896678,1,0
2025,8,Ing. Financiera y de Riesgos,4,1,1,1,1,1,19,1,0,0,1,0,1,0,0,ninguno,5,7,3,12.0,6,10,2,10.5,2,73.7,2,1,11.1,0.6,2.02,Abandono,1,100.0,1,1.0,10.552254161448756,1,1
2024,8,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,6,1,1,1,1,24,1,1,0,1,1,0,0,1,ninguno,8,8,7,13.142857142857142,6,8,6,11.833333333333334,1,71.9,0,0,8.9,1.4,3.51,Activo,0,100.0,0,1.0,11.618147609227229,0,0
2025,1,Ing. Comercial,1,8,1,1,1,1,18,1,0,0,1,1,0,0,1,ninguno,6,6,3,12.666666666666666,6,11,4,11.142857142857142,3,88.2,0,0,10.8,1.4,1.74,Abandono,1,12.5,0,1.0,11.066988460409483,1,0
2025,8,Ing. Comercio Internacional,2,1,1,1,1,1,18,1,0,1,0,0,0,0,0,credito,5,6,5,15.0,5,6,5,14.2,0,73.4,0,0,8.9,1.4,3.51,Activo,0,100.0,0,0.0,13.737905587492993,0,0
2024,1,Lic. en Administración de Empresas,3,1,1,1,1,0,18,1,0,0,1,1,1,0,0,ninguno,6,7,5,13.6,6,7,5,11.8,1,94.2,1,1,8.9,1.4,3.51,Abandono,1,12.5,1,0.0,11.784473602591195,0,1
2024,7,Ing. Financiera y de Riesgos,4,8,5,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,6,6,6,12.5,6,6,6,13.833333333333334,0,92.1,1,1,8.9,1.4,3.51,Activo,0,87.5,1,0.0,12.210289195155038,0,1
2024,6,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,1,1,1,0,21,1,0,1,1,0,1,0,0,credito,6,7,6,13.333333333333334,6,7,6,13.5,0,99.3,0,0,12.4,0.5,1.79,Activo,0,75.0,0,0.0,12.832801858024192,0,0
2025,4,Ing. Comercial,1,6,1,1,1,0,18,1,1,0,1,0,0,0,1,ninguno,6,13,4,12.25,6,15,5,11.0,2,68.9,0,0,11.1,0.6,2.02,Abandono,1,50.0,0,1.0,10.926861628233986,1,0
2025,2,Ing. Comercio Internacional,2,1,1,1,1,0,18,1,0,1,1,0,1,0,0,mixto,7,7,7,15.101428571428572,8,8,8,16.09375,0,62.8,0,0,11.1,0.6,2.02,Activo,0,25.0,0,0.0,14.744127617482357,1,0
2025,5,Lic. en Administración de Empresas,3,1,2,1,1,0,18,1,0,1,1,0,1,0,1,credito,6,6,6,13.166666666666666,6,6,6,16.0,0,78.3,0,0,10.8,1.4,1.74,Activo,0,62.5,1,0.0,13.795335463571284,0,0
2025,3,Ing. Financiera y de Riesgos,4,9,6,0,1,0,23,1,0,0,1,0,1,0,0,ninguno,6,8,4,11.0,6,6,0,0.0,2,81.9,1,1,13.9,-0.3,0.79,Abandono,1,37.5,0,1.0,4.503135840214934,1,1
2025,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,2,1,1,0,21,1,0,0,1,0,1,0,0,ninguno,5,9,3,11.666666666666666,5,9,4,11.75,2,80.8,2,1,8.9,1.4,3.51,Activo,0,12.5,0,1.0,11.398758977560082,1,1
2024,2,Ing. Comercial,1,1,1,1,1,0,20,1,0,0,1,0,0,0,0,ninguno,6,13,1,10.0,6,13,1,13.0,5,72.5,1,1,9.4,-0.8,-3.12,Activo,0,25.0,0,3.0,10.951406749278947,1,1
2024,3,Ing. Comercio Internacional,2,8,1,0,1,0,26,1,0,0,1,0,1,0,1,ninguno,7,15,7,11.571428571428571,6,14,2,11.0,0,80.8,0,0,7.6,2.6,0.32,Abandono,1,37.5,0,0.0,10.788994737325144,0,0
2024,2,Lic. en Administración de Empresas,3,1,6,1,1,0,18,1,0,1,1,0,1,0,0,beca,6,6,6,12.166666666666666,6,10,5,11.2,0,78.8,0,0,7.6,2.6,0.32,Activo,0,25.0,1,0.0,11.19971223821746,0,0
2025,2,Ing. Financiera y de Riesgos,4,1,1,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,96.7,0,0,16.2,0.3,-0.92,Abandono,1,25.0,0,0.0,0.0,0,0
2025,6,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,19,1,0,1,0,0,0,0,0,beca,6,6,6,13.833333333333334,6,7,6,14.285714285714286,0,84.2,0,0,8.9,1.4,3.51,Activo,0,75.0,0,0.0,13.26313712095315,0,0
2025,3,Ing. Comercial,1,1,3,1,1,0,20,1,0,1,1,0,1,0,1,credito,7,10,6,12.357142857142858,8,9,7,13.0,1,95.8,0,0,13.9,-0.3,0.79,Activo,0,37.5,1,0.0,12.319239797278703,0,0
2024,1,Ing. Comercio Internacional,2,1,3,1,1,0,19,1,0,0,0,1,1,0,0,ninguno,6,7,6,12.166666666666666,6,10,2,10.333333333333334,0,75.1,0,0,16.2,0.3,-0.92,Abandono,1,12.5,0,0.0,10.430873816239663,0,0
2025,6,Lic. en Administración de Empresas,3,15,1,1,14,0,21,1,0,0,1,1,1,0,0,ninguno,6,8,3,12.0,6,6,2,12.5,3,94.1,0,0,12.4,0.5,1.79,Activo,0,75.0,0,1.0,11.464601910588609,1,0
2024,3,Ing. Financiera y de Riesgos,4,12,1,1,1,0,33,1,0,0,1,0,0,0,0,ninguno,10,14,9,12.416666666666666,9,14,7,13.0,1,84.1,1,1,10.8,1.4,1.74,Activo,0,37.5,0,0.0,12.232770440582705,0,1
2023,7,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,2,1,1,0,18,1,0,0,1,0,0,0,0,ninguno,5,7,4,12.75,5,6,4,12.75,1,78.4,0,0,7.6,2.6,0.32,Activo,0,87.5,0,1.0,12.273016351784387,0,0
2025,6,Ing. Comercial,1,13,1,1,6,0,21,1,0,0,1,0,0,0,1,ninguno,21,33,18,14.933333333333334,21,33,18,14.933333333333334,3,80.5,0,0,7.6,2.6,0.32,Activo,0,75.0,0,2.0,14.193130923592182,1,0
2025,2,Ing. Comercio Internacional,2,1,1,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,6,6,6,13.0,6,7,6,11.666666666666666,0,84.7,1,1,8.9,1.4,3.51,Activo,0,25.0,1,0.0,11.499813559494758,0,1
2024,1,Lic. en Administración de Empresas,3,12,1,1,12,0,33,4,0,0,0,1,0,0,1,ninguno,7,7,7,12.857142857142858,7,8,6,12.666666666666666,0,78.1,1,1,8.9,1.4,3.51,Activo,0,12.5,1,0.0,11.848364832743608,0,1
2025,1,Ing. Financiera y de Riesgos,4,1,4,1,1,0,18,2,0,0,1,0,1,0,1,ninguno,7,10,7,14.455000000000002,8,8,8,13.91,0,90.0,2,1,15.5,2.8,-4.06,Activo,0,12.5,0,0.0,13.286002305301867,0,1
2023,5,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,18,1,0,1,1,0,0,0,1,mixto,6,8,6,14.0,6,7,6,13.285714285714286,0,88.5,3,1,11.1,0.6,2.02,Activo,0,62.5,0,0.0,12.667439046942444,0,1
2025,1,Ing. Comercial,1,1,3,1,1,0,20,1,0,1,1,0,1,0,1,credito,6,6,6,13.5,6,7,6,12.666666666666666,0,85.7,0,0,11.1,0.6,2.02,Activo,0,12.5,0,0.0,12.376363906597774,0,0
2023,5,Ing. Comercio Internacional,2,1,2,1,1,0,20,1,0,0,0,0,1,0,0,ninguno,6,0,0,0.0,6,0,0,0.0,6,84.8,1,1,11.1,0.6,2.02,Abandono,1,62.5,1,1.0,0.0,1,1
2023,1,Lic. en Administración de Empresas,3,8,2,0,1,0,20,1,0,1,1,0,0,0,1,beca,6,6,6,11.666666666666666,6,12,5,14.0,0,85.5,0,0,10.8,1.4,1.74,Activo,0,12.5,0,0.0,11.967374042051045,0,0
2024,2,Ing. Financiera y de Riesgos,4,8,1,1,1,0,19,1,0,1,1,0,1,0,0,beca,5,6,4,12.0,5,8,5,13.333333333333334,1,82.0,3,1,10.8,1.4,1.74,Activo,0,25.0,0,0.0,11.74039932964686,0,1
2023,5,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,3,1,1,0,19,1,0,1,1,0,1,0,0,credito,6,7,6,11.714285714285714,6,6,6,11.833333333333334,0,85.6,1,1,13.9,-0.3,0.79,Activo,0,62.5,1,0.0,11.465670902909768,0,1
2023,1,Ing. Comercial,1,8,3,1,1,0,21,1,0,0,1,0,1,0,1,ninguno,6,8,6,12.666666666666666,6,7,6,12.428571428571429,0,76.5,0,0,11.1,0.6,2.02,Activo,0,12.5,1,0.0,11.57148695331298,0,0
2025,6,Ing. Comercio Internacional,2,12,1,1,1,0,26,1,0,0,1,0,1,0,0,ninguno,6,11,3,11.75,6,19,4,12.8,3,65.5,0,0,12.4,0.5,1.79,Activo,0,75.0,0,1.0,11.643528886007466,1,0
2024,2,Lic. en Administración de Empresas,3,8,1,1,1,0,21,1,0,0,1,0,0,0,0,ninguno,6,0,0,0.0,6,0,0,0.0,6,83.3,1,1,16.2,0.3,-0.92,Abandono,1,25.0,0,1.0,0.0,1,1
2025,3,Ing. Financiera y de Riesgos,4,1,4,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,8,8,7,12.328571428571427,8,8,7,12.328571428571427,1,87.7,0,0,12.7,3.7,-1.7,Activo,0,37.5,0,0.0,11.939528545034982,0,0
2025,8,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,1,12,0,27,5,0,0,1,0,0,0,1,ninguno,7,14,6,11.666666666666666,7,10,1,10.0,1,82.5,1,1,12.4,0.5,1.79,Abandono,1,100.0,0,0.0,10.25617456626355,0,1
2023,6,Ing. Comercial,1,14,1,1,1,0,20,1,0,1,1,0,1,0,0,beca,12,12,12,13.25,12,12,11,12.727272727272728,0,82.5,0,0,15.5,2.8,-4.06,Activo,0,75.0,0,0.0,12.49861389952167,0,0
2025,6,Ing. Comercio Internacional,2,14,1,1,14,0,21,1,0,0,1,0,0,0,1,ninguno,6,8,5,11.833333333333334,6,8,4,13.25,1,100.0,1,1,16.2,0.3,-0.92,Activo,0,75.0,2,0.0,12.037505527316013,0,1
2023,3,Lic. en Administración de Empresas,3,8,1,1,1,0,18,1,0,1,1,0,1,0,0,beca,7,7,7,13.3,8,8,8,15.125,0,77.2,0,0,15.5,2.8,-4.06,Activo,0,37.5,0,0.0,13.826221066034384,0,0
2025,3,Ing. Financiera y de Riesgos,4,15,1,1,14,0,20,1,0,0,1,0,1,0,0,ninguno,6,13,6,12.555555555555555,6,11,5,11.8,0,93.3,0,0,16.2,0.3,-0.92,Activo,0,37.5,0,0.0,11.313743094997673,0,0
2024,4,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,6,6,12.833333333333334,6,7,6,12.166666666666666,0,90.7,1,1,11.1,0.6,2.02,Activo,0,50.0,0,0.0,12.193530379793245,0,1
2023,3,Ing. Comercial,1,15,1,1,14,0,20,1,0,1,1,0,0,0,0,mixto,6,6,6,12.833333333333334,6,6,6,12.833333333333334,0,68.7,0,0,13.9,-0.3,0.79,Activo,0,37.5,0,0.0,12.314579513443693,0,0
2024,7,Ing. Comercio Internacional,2,1,2,1,1,0,19,1,0,1,1,0,1,0,0,beca,5,10,3,12.666666666666666,5,7,3,13.0,2,62.7,0,0,12.7,3.7,-1.7,Activo,0,87.5,1,1.0,12.411245953081842,1,0
2024,5,Lic. en Administración de Empresas,3,1,5,1,1,0,20,1,0,0,1,0,1,0,1,ninguno,7,8,6,13.271428571428572,8,8,7,14.471428571428572,1,79.2,0,0,13.9,-0.3,0.79,Activo,0,62.5,0,1.0,13.159101313002733,0,0
2024,1,Ing. Financiera y de Riesgos,4,1,1,0,1,0,20,1,0,1,1,0,0,0,0,mixto,5,5,5,12.4,5,6,5,12.833333333333334,0,92.8,1,1,10.8,1.4,1.74,Activo,0,12.5,0,0.0,12.138689984836487,0,1
2024,5,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,15,1,1,14,0,20,1,0,0,1,0,0,0,0,ninguno,5,10,2,14.5,5,7,4,11.25,3,82.2,0,0,12.7,3.7,-1.7,Activo,0,62.5,0,1.0,12.393701081830331,1,0
2025,5,Ing. Comercial,1,1,3,1,1,0,19,1,0,0,1,1,1,0,1,ninguno,6,7,0,0.0,5,5,0,0.0,6,77.6,0,0,13.9,-0.3,0.79,Abandono,1,62.5,0,3.0,0.0,1,0
2024,3,Ing. Comercio Internacional,2,1,1,1,1,0,18,1,0,0,1,0,0,0,0,ninguno,6,7,6,14.285714285714286,6,8,6,13.25,0,71.6,0,0,8.9,1.4,3.51,Activo,0,37.5,0,0.0,13.010974815318495,0,0
2023,8,Lic. en Administración de Empresas,3,1,1,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,5,7,3,12.333333333333334,5,9,5,12.6,2,87.7,0,0,10.8,1.4,1.74,Activo,0,100.0,0,0.0,12.081753373471052,1,0
